Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1168;21101200903;"International Journal of Hybrid Intelligent Systems";journal;"18758819, 14485869";"SAGE Publications Ltd";No;No;0,426;Q3;11;9;42;258;107;42;1,44;28,67;45,45;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2019-2025";"Mathematics (miscellaneous) (Q2); Artificial Intelligence (Q3)";"Computer Science; Mathematics"
1169;19700182801;"Procedia Computer Science";conference and proceedings;"18770509";"Elsevier B.V.";No;No;0,426;-;169;3685;7496;86385;20723;7392;2,28;23,44;33,48;1;Netherlands;Western Europe;"Elsevier B.V.";"2010-2025";"Computer Science (miscellaneous)";"Computer Science"
1170;57844;"Journal of Molecular Modeling";journal;"16102940, 09485023";"Springer Science and Business Media Deutschland GmbH";No;No;0,425;Q2;89;344;1198;18397;3309;1194;3,03;53,48;33,09;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1996-2026";"Computational Theory and Mathematics (Q2); Catalysis (Q3); Computer Science Applications (Q3); Inorganic Chemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Chemical Engineering; Chemistry; Computer Science"
1171;19700200806;"American Journal of Distance Education";journal;"08923647, 15389286";"Taylor and Francis Ltd.";No;No;0,425;Q3;38;50;88;2065;153;70;1,75;41,30;62,75;0;United States;Northern America;"Taylor and Francis Ltd.";"1987-1996, 1998-1999, 2001, 2008-2026";"Education (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
1172;21101041846;"Journal of Computer Applications in Archaeology";journal;"25148362";"Ubiquity Press";Yes;No;0,425;Q3;19;23;52;1598;101;51;1,83;69,48;29,76;2;United Kingdom;Western Europe;"Ubiquity Press";"2018-2025";"Archeology (Q1); Archeology (arts and humanities) (Q1); Computer Science Applications (Q3)";"Arts and Humanities; Computer Science; Social Sciences"
1173;26132;"Journal of Computer Science and Technology";journal;"18604749, 10009000";"Springer New York";No;No;0,424;Q2;66;110;270;4555;571;262;2,12;41,41;29,54;0;United States;Northern America;"Springer New York";"1986-2026";"Computational Theory and Mathematics (Q2); Computer Science Applications (Q3); Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
1174;21100201542;"Symmetry";journal;"20738994";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,424;Q2;116;2182;6585;91436;16967;6456;2,65;41,90;31,80;0;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2009-2026";"Chemistry (miscellaneous) (Q2); Computer Science (miscellaneous) (Q2); Mathematics (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2)";"Chemistry; Computer Science; Mathematics; Physics and Astronomy"
1175;21100241768;"Preservation, Digital Technology and Culture";journal;"21952965, 21952957";"De Gruyter Saur";No;No;0,424;Q3;15;31;63;1170;148;50;3,02;37,74;36,84;0;Germany;Western Europe;"De Gruyter Saur";"2013-2026";"Conservation (Q1); Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Arts and Humanities; Computer Science; Social Sciences"
1176;26125;"Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT";conference and proceedings;"1089795X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,424;-;77;41;117;2098;201;110;1,69;51,17;22,75;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1996-2014, 2016-2024";"Hardware and Architecture; Software; Theoretical Computer Science";"Computer Science; Mathematics"
1177;21100395950;"Proceedings of the European Test Workshop";conference and proceedings;"15301877, 15581780";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,424;-;20;54;166;1269;242;160;1,72;23,50;17,39;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1993, 2000-2003, 2016-2025";"Electrical and Electronic Engineering; Industrial and Manufacturing Engineering; Software";"Computer Science; Engineering"
1178;5200152707;"Eurasip Journal on Image and Video Processing";journal;"16875281, 16875176";"Springer Publishing Company";Yes;No;0,423;Q2;61;21;72;1265;213;72;3,00;60,24;25,32;0;United States;Northern America;"Springer Publishing Company";"2007-2025";"Electrical and Electronic Engineering (Q2); Information Systems (Q2); Signal Processing (Q3)";"Computer Science; Engineering"
1179;144749;"International Journal of Advanced Robotic Systems";journal;"17298806, 17298814";"SAGE Publications Inc.";Yes;No;0,423;Q3;75;42;183;1450;476;183;2,00;34,52;19,73;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2026";"Artificial Intelligence (Q3); Computer Science Applications (Q3); Software (Q3)";"Computer Science"
1180;21100465194;"Digital Scholarship in the Humanities";journal;"20557671, 2055768X";"Oxford University Press";No;No;0,422;Q2;32;99;297;4320;522;294;1,92;43,64;44,49;0;United States;Northern America;"Oxford University Press";"2015-2025";"Linguistics and Language (Q1); Information Systems (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
1181;21100203114;"Journal of Computer Networks and Communications";journal;"20907141, 2090715X";"John Wiley and Sons Ltd";Yes;No;0,422;Q2;37;9;47;489;152;47;3,24;54,33;11,76;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2011-2026";"Computer Networks and Communications (Q2); Information Systems (Q2)";"Computer Science"
1182;26138;"Parallel Computing";journal;"01678191";"Elsevier B.V.";No;No;0,422;Q2;74;20;106;1014;271;102;1,51;50,70;19,74;0;Netherlands;Western Europe;"Elsevier B.V.";"1984-2026";"Computer Graphics and Computer-Aided Design (Q2); Computer Networks and Communications (Q2); Artificial Intelligence (Q3); Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
1183;21101381155;"Urban Lifeline";journal;"27319989";"Springer";Yes;No;0,422;Q3;6;22;31;1100;83;30;2,68;50,00;30,11;0;Singapore;Asiatic Region;"Springer";"2024-2026";"Building and Construction (Q2); Civil and Structural Engineering (Q2); Safety, Risk, Reliability and Quality (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering"
1184;78470;"Discrete Mathematics and Theoretical Computer Science";journal;"14627264, 13658050";"Maison de l'informatique et des mathematiques discretes";Yes;Yes;0,421;Q2;27;52;147;1231;82;146;0,54;23,67;21,28;0;France;Western Europe;"Maison de l'informatique et des mathematiques discretes";"1998-2000, 2004-2026";"Computer Science (miscellaneous) (Q2); Discrete Mathematics and Combinatorics (Q2); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
1185;21100199731;"Scandinavian Journal of Information Systems";journal;"19010990, 09050167";"The IRIS Association (Information Systems Research in Scandinavia), the Scandinavian chapter of the Association for Information Systems";No;No;0,421;Q2;18;9;51;670;79;36;0,68;74,44;36,36;0;Denmark;Western Europe;"The IRIS Association (Information Systems Research in Scandinavia), the Scandinavian chapter of the Association for Information Systems";"2011-2025";"Information Systems (Q2)";"Computer Science"
1186;24208;"Genetic Programming and Evolvable Machines";journal;"13892576, 15737632";"Springer";No;No;0,421;Q3;47;20;69;1011;145;55;2,33;50,55;22,39;0;United States;Northern America;"Springer";"2003-2026";"Artificial Intelligence (Q3); Computer Science Applications (Q3); Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
1187;24783;"ETRI Journal";journal;"12256463, 22337326";"John Wiley &amp; Sons Inc.";Yes;Yes;0,420;Q2;54;113;261;4064;651;255;2,50;35,96;26,39;0;United States;Northern America;"John Wiley &amp; Sons Inc.";"1994-2026";"Computer Science (miscellaneous) (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q3)";"Computer Science; Engineering; Materials Science"
1188;17954;"Computer Methods in Biomechanics and Biomedical Engineering";journal;"14768259, 10255842";"Taylor and Francis Ltd.";No;No;0,420;Q3;75;470;521;21341;1307;521;2,51;45,41;33,93;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2026";"Bioengineering (Q3); Biomedical Engineering (Q3); Computer Science Applications (Q3); Human-Computer Interaction (Q3); Medicine (miscellaneous) (Q3)";"Chemical Engineering; Computer Science; Engineering; Medicine"
1189;19700174656;"Automatika";journal;"00051144";"Taylor and Francis Ltd.";Yes;No;0,419;Q2;36;73;296;2891;839;296;2,88;39,60;37,87;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2026";"Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q3)";"Computer Science; Engineering"
1190;17964;"International Journal of Communication Systems";journal;"10991131, 10745351";"John Wiley and Sons Ltd";No;No;0,419;Q2;73;501;904;19979;2408;898;2,94;39,88;28,63;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1994-2026";"Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2)";"Computer Science; Engineering"
1191;19714;"Journal of Organizational Computing and Electronic Commerce";journal;"15327744, 10919392";"Taylor and Francis Ltd.";No;No;0,419;Q2;56;22;38;1940;122;38;2,89;88,18;29,69;0;United States;Northern America;"Taylor and Francis Ltd.";"1992-1993, 1996-2026";"Computational Theory and Mathematics (Q2); Information Systems (Q2); Computer Science Applications (Q3)";"Computer Science"
1192;21101079250;"Blockchain in Healthcare Today";journal;"25738240";"Partners in Digital Health";Yes;No;0,419;Q3;12;23;44;892;146;34;2,94;38,78;46,30;0;United States;Northern America;"Partners in Digital Health";"2019-2025";"Computer Science Applications (Q3); Health Information Management (Q3)";"Computer Science; Health Professions"
1193;21101200244;"Journal of Fuzzy Extension and Applications";journal;"27831442, 27173453";"Research Expansion Alliance (REA)";Yes;Yes;0,419;Q3;19;37;106;2031;378;106;3,74;54,89;31,37;0;Serbia;Eastern Europe;"Research Expansion Alliance (REA)";"2020-2025";"Logic (Q2); Mathematics (miscellaneous) (Q2); Applied Mathematics (Q3); Artificial Intelligence (Q3)";"Computer Science; Mathematics"
1194;4700152646;"International Journal of Information Technology and Decision Making";journal;"17936845, 02196220";"World Scientific Publishing Co. Pte Ltd";Yes;No;0,418;Q2;60;170;217;9933;581;200;2,78;58,43;32,47;0;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2002-2003, 2005-2026";"Computer Science (miscellaneous) (Q2)";"Computer Science"
1195;19700188257;"International Journal of Image and Data Fusion";journal;"19479832, 19479824";"Taylor and Francis Ltd.";No;No;0,418;Q3;38;26;60;1274;121;60;1,95;49,00;30,38;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2026";"Earth and Planetary Sciences (miscellaneous) (Q2); Computer Science Applications (Q3)";"Computer Science; Earth and Planetary Sciences"
1196;19900194826;"Journal of Global Information Technology Management";journal;"1097198X, 23336846";"Taylor and Francis Ltd.";No;No;0,417;Q2;43;18;61;1173;158;38;2,25;65,17;23,08;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2026";"Information Systems (Q2); Information Systems and Management (Q2); E-learning (Q3)";"Computer Science; Decision Sciences; Social Sciences"
1197;21101017166;"KI - Kunstliche Intelligenz";journal;"16101987, 09331875";"Springer International Publishing";No;No;0,417;Q3;36;37;101;1079;226;78;2,26;29,16;22,31;0;Switzerland;Western Europe;"Springer International Publishing";"2010-2026";"Artificial Intelligence (Q3)";"Computer Science"
1198;21100201516;"International Journal of Mobile and Blended Learning";journal;"19418655, 19418647";"IGI Global Publishing";No;No;0,415;Q2;25;2;49;73;93;49;2,20;36,50;20,00;0;United States;Northern America;"IGI Global Publishing";"2009-2025";"Computer Science (miscellaneous) (Q2); Education (Q2); E-learning (Q3)";"Computer Science; Social Sciences"
1199;25529;"Optimal Control Applications and Methods";journal;"10991514, 01432087";"John Wiley and Sons Ltd";No;No;0,415;Q3;57;183;404;7693;1049;399;2,77;42,04;25,57;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1980-2026";"Control and Optimization (Q2); Applied Mathematics (Q3); Control and Systems Engineering (Q3); Software (Q3)";"Computer Science; Engineering; Mathematics"
1200;21100774788;"Journal of Electromagnetic Engineering and Science";journal;"26717255, 26717263";"Korean Institute of Electromagnetic Engineering and Science";Yes;Yes;0,414;Q2;23;70;239;1522;385;239;1,74;21,74;17,21;0;South Korea;Asiatic Region;"Korean Institute of Electromagnetic Engineering and Science";"2013-2014, 2016-2026";"Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2); Instrumentation (Q2); Radiation (Q2)";"Computer Science; Engineering; Physics and Astronomy"
1201;4500151509;"International Journal of Applied Mathematics and Computer Science";journal;"1641876X, 20838492";"";Yes;No;0,413;Q2;56;50;141;1685;268;141;1,90;33,70;25,18;0;Germany;Western Europe;"";"2001-2002, 2006-2025";"Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Applied Mathematics (Q3)";"Computer Science; Engineering; Mathematics"
1202;21100201977;"Electronic Journal of Information Systems in Developing Countries";journal;"16814835";"John Wiley and Sons Inc";Yes;No;0,412;Q2;56;56;128;3778;359;123;2,78;67,46;47,46;0;China;Asiatic Region;"John Wiley and Sons Inc";"2000-2026";"Information Systems (Q2); E-learning (Q3)";"Computer Science; Social Sciences"
1203;19515;"International Journal of Wireless Information Networks";journal;"10689605, 15728129";"Springer New York";No;No;0,411;Q2;38;0;80;0;213;77;2,51;0,00;0,00;0;United States;Northern America;"Springer New York";"1994-2024, 2026";"Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q3)";"Computer Science; Engineering"
1204;12320;"Journal of the Optical Society of America A: Optics and Image Science, and Vision";journal;"15208532, 10847529";"Optica Publishing Group";Yes;No;0,411;Q2;182;284;921;9516;1516;911;1,61;33,51;28,15;0;United States;Northern America;"Optica Publishing Group";"1979, 1984-2026";"Computer Vision and Pattern Recognition (Q2); Atomic and Molecular Physics, and Optics (Q3); Electronic, Optical and Magnetic Materials (Q3); Medicine (miscellaneous) (Q3)";"Computer Science; Materials Science; Medicine; Physics and Astronomy"
1205;21100463939;"Journal of Engineering (United Kingdom)";journal;"23144912, 23144904";"John Wiley and Sons Ltd";Yes;No;0,411;Q3;42;128;201;5932;667;201;3,60;46,34;19,85;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2013-2026";"Chemical Engineering (miscellaneous) (Q2); Civil and Structural Engineering (Q2); Electrical and Electronic Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Mechanical Engineering (Q2); Hardware and Architecture (Q3)";"Chemical Engineering; Computer Science; Engineering"
1206;21100781705;"Journal of Machine Engineering";journal;"18957595, 23918071";"Editorial Institution of Wroclaw Board of Scientific";Yes;No;0,411;Q3;18;38;119;1010;224;119;1,66;26,58;27,42;0;Poland;Eastern Europe;"Editorial Institution of Wroclaw Board of Scientific";"2016-2025";"Industrial and Manufacturing Engineering (Q2); Computer Science Applications (Q3)";"Computer Science; Engineering"
1207;21101188421;"Applied AI Letters";journal;"26895595";"John Wiley and Sons Inc";Yes;No;0,409;Q3;15;30;24;1168;71;4;2,29;38,93;18,97;0;United States;Northern America;"John Wiley and Sons Inc";"2020-2026";"Artificial Intelligence (Q3)";"Computer Science"
1208;4700152809;"Data Science Journal";journal;"16831470";"Ubiquity Press";Yes;No;0,408;Q2;34;38;114;1690;222;112;1,74;44,47;38,93;0;France;Western Europe;"Ubiquity Press";"2003, 2006-2026";"Computer Science (miscellaneous) (Q2); Computer Science Applications (Q3)";"Computer Science"
